2025-08-11 06:25:10,054 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 06:25:16,083 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 06:25:18,229 [INFO] agent.document_processing.clear_collection: ✅ Milvus 연결 성공!
2025-08-11 06:25:18,231 [INFO] agent.document_processing.clear_collection: 📋 현재 컬렉션 목록 (2개):
2025-08-11 06:25:18,232 [INFO] agent.document_processing.clear_collection:   1. embedding_test
2025-08-11 06:25:18,232 [INFO] agent.document_processing.clear_collection:   2. Booking_master
2025-08-11 07:46:13,980 [ERROR] app: ❗️❗️❗️ 엑셀 처리 중 심각한 오류 발생 ❗️❗️❗️
Traceback (most recent call last):
  File "/app/app.py", line 343, in excel_rag_generator_endpoint
    os.makedirs(os.path.join(download_directory, 'answer'), exist_ok=True)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<frozen posixpath>", line 76, in join
TypeError: expected str, bytes or os.PathLike object, not NoneType

2025-08-11 07:46:15,060 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:20,061 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:25,053 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:30,062 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:35,055 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:40,055 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:45,056 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:50,059 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:46:55,061 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:00,060 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:05,054 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:10,060 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:15,059 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:20,056 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:25,059 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:30,059 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:35,055 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:40,060 [DEBUG] app: app.py: Log data requested, returning 75 filtered log lines
2025-08-11 07:47:41,670 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 07:47:41,935 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 07:47:45,061 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:47:50,056 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:47:53,501 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 07:47:53,762 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 07:47:55,060 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:00,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:05,060 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:10,060 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:15,059 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:20,060 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:25,053 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:30,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:35,059 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:40,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:45,059 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:50,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:48:55,059 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:00,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:05,059 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:10,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:15,061 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:20,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:25,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:30,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:35,053 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:40,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:45,066 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:50,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:49:55,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:00,054 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:05,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:10,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:15,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:20,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:25,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:30,053 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:35,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:40,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:45,054 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:50,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:50:55,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:00,052 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:05,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:10,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:15,053 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:20,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:25,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:30,052 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:35,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:40,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:45,054 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:50,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:51:55,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:00,052 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:05,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:10,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:15,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:20,055 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:25,054 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:30,053 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:35,058 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:40,050 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:45,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:50,056 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:55,057 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:52:57,901 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 07:52:58,231 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 07:53:00,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:05,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:10,057 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:15,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:20,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:25,051 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:30,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:35,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:40,059 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:45,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:50,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:53:55,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:00,058 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:05,051 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:10,057 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:15,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:20,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:25,054 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:30,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:35,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:40,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:45,049 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:50,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:54:55,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:00,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:05,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:10,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:15,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:20,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:25,051 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:30,059 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:35,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:40,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:45,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:50,051 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:55:55,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:00,056 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:05,054 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:10,057 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:15,050 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:20,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:25,049 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:30,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:35,054 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:40,055 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:45,053 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:50,052 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:56:55,050 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:00,049 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:05,051 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:10,054 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:15,050 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:20,054 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:25,051 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:57:46,518 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 07:57:48,886 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 07:57:49,047 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:57:49,096 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:57:49,234 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:57:49,368 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:57:49,494 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:57:54,498 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:57:59,514 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:58:04,497 [DEBUG] app: app.py: Log data requested, returning 83 filtered log lines
2025-08-11 07:58:04,901 [DEBUG] python_multipart.multipart: Calling on_part_begin with no data
2025-08-11 07:58:04,902 [DEBUG] python_multipart.multipart: Calling on_header_field with data[36:55]
2025-08-11 07:58:04,902 [DEBUG] python_multipart.multipart: Calling on_header_value with data[57:125]
2025-08-11 07:58:04,902 [DEBUG] python_multipart.multipart: Calling on_header_end with no data
2025-08-11 07:58:04,902 [DEBUG] python_multipart.multipart: Calling on_header_field with data[127:139]
2025-08-11 07:58:04,902 [DEBUG] python_multipart.multipart: Calling on_header_value with data[141:206]
2025-08-11 07:58:04,903 [DEBUG] python_multipart.multipart: Calling on_header_end with no data
2025-08-11 07:58:04,903 [DEBUG] python_multipart.multipart: Calling on_headers_finished with no data
2025-08-11 07:58:04,903 [DEBUG] python_multipart.multipart: Calling on_part_data with data[0:9391]
2025-08-11 07:58:04,903 [DEBUG] python_multipart.multipart: Calling on_part_end with no data
2025-08-11 07:58:04,903 [DEBUG] python_multipart.multipart: Calling on_end with no data
2025-08-11 07:58:04,904 [INFO] app: ✅ /api/v1/agent/excel_rag_generator 엔드포인트 호출 시작
2025-08-11 07:58:04,911 [INFO] app: 📄 엑셀 파일 로드 완료: bookingmaster_raganswer_test.xlsx, 9개 행
2025-08-11 07:58:04,911 [INFO] app: 💬 RAG 에이전트 호출: '타선사 신규 Booking 생성하는 프로세스 알려주세요'
2025-08-11 07:58:05,271 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,272 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,272 [INFO] app: 💬 RAG 에이전트 호출: '여러 경로(E-Service, EDI, E-mail)로 접수 된 Booking 생성하는 프로세스 알려줘'
2025-08-11 07:58:05,361 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,362 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,362 [INFO] app: 💬 RAG 에이전트 호출: 'E-S/I(Shipping instruction) Upload 프로세스 알려줘'
2025-08-11 07:58:05,442 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,442 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,443 [INFO] app: 💬 RAG 에이전트 호출: '생성 된 Booking List 를 확인 하는 방법을 알려주세요.'
2025-08-11 07:58:05,527 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,527 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,527 [INFO] app: 💬 RAG 에이전트 호출: 'Container No. Attach 되는(또는 하는) 절차를 알려주세요.'
2025-08-11 07:58:05,613 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,613 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,613 [INFO] app: 💬 RAG 에이전트 호출: 'VGM 정보를 Update 하는 방법을 알려 줘'
2025-08-11 07:58:05,698 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,699 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,699 [INFO] app: 💬 RAG 에이전트 호출: 'Vessel 또는 Port를 일괄 수정 하는 방법을 알려줘'
2025-08-11 07:58:05,784 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,784 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,784 [INFO] app: 💬 RAG 에이전트 호출: '위험물 선적 승인 요청 방법을 알려주세요.'
2025-08-11 07:58:05,867 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,868 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,868 [INFO] app: 💬 RAG 에이전트 호출: 'Awkward Cargo 선적 승인 요청 방법을 알려주세요.'
2025-08-11 07:58:05,954 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:58:05,954 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:58:05,955 [INFO] app: ✅ 모든 질문에 대한 답변 생성 및 'answer' 컬럼 추가 완료
2025-08-11 07:58:05,966 [INFO] app: 💾 결과 파일 저장 완료: /app/docs/save_result/answer/result_bookingmaster_raganswer_test.xlsx
2025-08-11 07:58:05,977 [INFO] app: 📥 Excel RAG 파일 다운로드 요청: result_bookingmaster_raganswer_test.xlsx
2025-08-11 07:58:09,503 [DEBUG] app: app.py: Log data requested, returning 114 filtered log lines
2025-08-11 07:58:14,499 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:19,497 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:24,503 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:29,498 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:34,504 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:39,498 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:44,875 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:49,868 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:54,867 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:58:59,863 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:04,877 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:09,864 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:14,873 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:19,865 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:24,867 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:29,864 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:34,876 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 07:59:39,866 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:00:40,873 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:01:41,884 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:02:41,890 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:03:41,875 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:03:51,954 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:03:54,495 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:03:59,498 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:04,494 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:09,500 [DEBUG] app: app.py: Log data requested, returning 112 filtered log lines
2025-08-11 08:04:14,496 [DEBUG] app: app.py: Log data requested, returning 111 filtered log lines
2025-08-11 08:04:19,494 [DEBUG] app: app.py: Log data requested, returning 111 filtered log lines
2025-08-11 08:04:24,503 [DEBUG] app: app.py: Log data requested, returning 111 filtered log lines
2025-08-11 08:04:29,500 [DEBUG] app: app.py: Log data requested, returning 111 filtered log lines
2025-08-11 08:04:31,392 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 08:04:31,696 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 08:04:34,522 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:39,862 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:44,875 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:49,346 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:49,453 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:49,593 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:49,723 [DEBUG] app: app.py: Log data requested, returning 113 filtered log lines
2025-08-11 08:04:54,342 [DEBUG] python_multipart.multipart: Calling on_part_begin with no data
2025-08-11 08:04:54,343 [DEBUG] python_multipart.multipart: Calling on_header_field with data[36:55]
2025-08-11 08:04:54,343 [DEBUG] python_multipart.multipart: Calling on_header_value with data[57:125]
2025-08-11 08:04:54,343 [DEBUG] python_multipart.multipart: Calling on_header_end with no data
2025-08-11 08:04:54,343 [DEBUG] python_multipart.multipart: Calling on_header_field with data[127:139]
2025-08-11 08:04:54,343 [DEBUG] python_multipart.multipart: Calling on_header_value with data[141:206]
2025-08-11 08:04:54,343 [DEBUG] python_multipart.multipart: Calling on_header_end with no data
2025-08-11 08:04:54,344 [DEBUG] python_multipart.multipart: Calling on_headers_finished with no data
2025-08-11 08:04:54,344 [DEBUG] python_multipart.multipart: Calling on_part_data with data[0:9391]
2025-08-11 08:04:54,344 [DEBUG] python_multipart.multipart: Calling on_part_end with no data
2025-08-11 08:04:54,344 [DEBUG] python_multipart.multipart: Calling on_end with no data
2025-08-11 08:04:54,345 [INFO] app: ✅ /api/v1/agent/excel_rag_generator 엔드포인트 호출 시작
2025-08-11 08:04:54,351 [INFO] app: 📄 엑셀 파일 로드 완료: bookingmaster_raganswer_test.xlsx, 9개 행
2025-08-11 08:04:54,351 [INFO] app: 💬 RAG 에이전트 호출: '타선사 신규 Booking 생성하는 프로세스 알려주세요'
2025-08-11 08:04:54,687 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:54,688 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:54,688 [INFO] app: 💬 RAG 에이전트 호출: '여러 경로(E-Service, EDI, E-mail)로 접수 된 Booking 생성하는 프로세스 알려줘'
2025-08-11 08:04:54,770 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:54,770 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:54,770 [INFO] app: 💬 RAG 에이전트 호출: 'E-S/I(Shipping instruction) Upload 프로세스 알려줘'
2025-08-11 08:04:54,859 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:54,859 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:54,859 [INFO] app: 💬 RAG 에이전트 호출: '생성 된 Booking List 를 확인 하는 방법을 알려주세요.'
2025-08-11 08:04:54,941 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:54,942 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:54,942 [INFO] app: 💬 RAG 에이전트 호출: 'Container No. Attach 되는(또는 하는) 절차를 알려주세요.'
2025-08-11 08:04:55,026 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:55,026 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:55,026 [INFO] app: 💬 RAG 에이전트 호출: 'VGM 정보를 Update 하는 방법을 알려 줘'
2025-08-11 08:04:55,112 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:55,113 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:55,113 [INFO] app: 💬 RAG 에이전트 호출: 'Vessel 또는 Port를 일괄 수정 하는 방법을 알려줘'
2025-08-11 08:04:55,208 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:55,209 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:55,209 [INFO] app: 💬 RAG 에이전트 호출: '위험물 선적 승인 요청 방법을 알려주세요.'
2025-08-11 08:04:55,296 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:55,296 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:55,296 [INFO] app: 💬 RAG 에이전트 호출: 'Awkward Cargo 선적 승인 요청 방법을 알려주세요.'
2025-08-11 08:04:55,377 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 08:04:55,377 [INFO] app: 💡 RAG 답변 수신
2025-08-11 08:04:55,378 [INFO] app: ✅ 모든 질문에 대한 답변 생성 및 'answer' 컬럼 추가 완료
2025-08-11 08:04:55,398 [INFO] app: 💾 결과 파일 저장 완료: /app/docs/save_result/answer/result_bookingmaster_raganswer_test.xlsx
